Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ
6,201,KAN,Rashad Fenton,CB,22,2022,0,0,0,7,7,49,0,0,0,0,0,0,0,0,0,0,0,98,2,,South Carolina
6,202,MIA,Isaiah Prince,T,22,2021,0,0,0,4,1,19,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.
6,203,ATL,Marcus Green,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,La-Monroe
6,204,SEA,Travis Homer,RB,21,2022,0,0,0,8,8,49,0,0,0,0,0,83,453,1,52,464,2,16,,,Miami (FL)
6,205,CHI,Duke Shelley,CB,22,2022,0,0,0,5,3,41,0,0,0,0,0,0,0,0,0,0,0,62,1,,Kansas St.
6,206,WAS,Kelvin Harmon,WR,22,2019,0,0,1,3,3,16,1,1,11,0,0,0,0,0,30,365,0,2,,,North Carolina St.
6,207,PIT,Ulysees Gilbert,LB,22,2022,0,0,0,2,2,31,0,0,0,0,0,0,0,0,0,0,0,20,,,Akron
6,208,TAM,Scott Miller,WR,22,2022,0,0,1,9,9,50,0,0,0,0,0,8,81,1,74,924,4,3,,,Bowling Green
6,209,SEA,Demarcus Christmas,DT,24,,0,0,0,,,,,,,,,,,,,,,,,,Florida St.
6,210,CIN,Deshaun Davis,LB,23,,0,0,0,,,,,,,,,,,,,,,,,,Auburn
6,211,CIN,Rodney Anderson,RB,22,,0,0,0,,,,,,,,,,,,,,,,,,Oklahoma
6,212,CAR,Dennis Daley,T,23,2022,0,0,2,13,8,51,0,0,0,0,0,0,0,0,0,0,0,1,,,South Carolina
6,213,DAL,Donovan Wilson,S,24,2022,0,0,2,12,12,51,0,0,0,0,0,0,0,0,0,0,0,143,3,8.5,Texas A&M
6,214,KAN,Darwin Thompson,RB,22,2020,0,0,0,2,2,26,0,0,0,0,0,64,225,2,16,108,1,3,,,Utah St.
7,215,TAM,Terry Beckner,DT,22,,0,0,0,,,,,,,,,,,,,,,,,,Missouri
7,216,KAN,Nick Allegretti,G,23,2022,0,0,1,10,10,57,0,0,0,0,0,0,0,0,0,0,0,,,,Illinois
7,217,MIN,Kris Boyd,CB,22,2022,0,0,0,6,6,58,0,0,0,0,0,0,0,0,0,0,0,73,,,Texas
7,218,DAL,Mike Weber,RB,22,,0,0,0,,,,,,,,,,,,,,,,,,Ohio St.
7,219,PIT,Derwin Gray,T,24,2020,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,Maryland
7,220,HOU,Cullen Gillaspia,RB,24,2022,0,0,0,0,0,44,0,0,0,0,0,0,0,0,1,6,0,8,,,Texas A&M
7,221,CLE,Donnie Lewis Jr.,CB,23,,0,0,0,,,,,,,,,,,,,,,,,,Tulane
7,222,CHI,Kerrith Whyte Jr,RB,22,2019,0,0,0,1,,6,0,0,0,0,0,24,122,0,1,9,0,,,,Florida Atlantic
7,223,CIN,Jordan Brown,CB,23,,0,0,0,,,,,,,,,,,,,,,,,,South Dakota St.
7,224,DET,Isaac Nauta,TE,22,2020,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,16,0,,,,Georgia
7,225,BUF,Darryl Johnson,DE,22,2022,0,0,0,4,3,38,0,0,0,0,0,0,0,0,0,0,0,23,,2,North Carolina A&T
7,226,GNB,Ty Summers,LB,23,2022,0,0,0,4,4,52,0,0,0,0,0,0,0,0,0,0,0,41,,,TCU
7,227,WAS,Jimmy Moreland,CB,24,2021,0,0,0,5,5,37,0,0,0,0,0,0,0,0,0,0,0,65,1,0.5,James Madison
7,228,BUF,Tommy Sweeney,TE,24,2022,0,0,0,1,1,24,0,0,0,0,0,0,0,0,18,165,1,,,,Boston Col.
7,229,DET,P.J. Johnson,DE,23,,0,0,0,,,,,,,,,,,,,,,,,,Arizona
7,230,OAK,Quinton Bell,DE,23,2022,0,0,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,2,,,Prairie View A&M
7,231,NOR,Alizé Mack,TE,22,,0,0,0,,,,,,,,,,,,,,,,,,Notre Dame
7,232,NYG,George Asafo-Adjei,T,22,,0,0,0,,,,,,,,,,,,,,,,,,Kentucky
7,233,MIA,Chandler Cox,RB,23,2020,0,0,0,0,0,21,0,0,0,0,0,0,0,0,2,9,0,,,,Auburn
7,234,MIA,Myles Gaskin,RB,22,2022,0,0,1,13,13,38,0,0,0,0,0,361,1355,7,101,701,6,,,,Washington
7,235,JAX,Dontavius Russell,DT,23,2019,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,,,Auburn
7,236,SEA,John Ursua,WR,25,2019,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,11,0,,,,Hawaii
7,237,CAR,Terry Godwin,WR,22,2020,0,0,0,0,,3,0,0,0,0,0,1,3,0,3,32,0,,,,Georgia
7,238,CHI,Stephen Denmark,CB,23,,0,0,0,,,,,,,,,,,,,,,,,,Valdosta St.
7,239,MIN,Dillon Mitchell,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Oregon
7,240,IND,Jackson Barton,T,24,2022,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,,,,Utah
7,241,DAL,Jalen Jelks,DE,23,,0,0,0,,,,,,,,,,,,,,,,,,Oregon
7,242,LAC,Cortez Broughton,DT,23,2021,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,4,,,Cincinnati
7,243,LAR,Nick Scott,S,24,2022,0,0,1,8,8,65,0,0,0,0,0,1,6,0,1,23,0,101,4,,Penn St.
7,244,NOR,Kaden Elliss,LB,24,2022,0,0,1,9,9,48,0,0,0,0,0,0,0,0,0,0,0,56,,8,Idaho
7,245,NYG,Chris Slayton,DT,23,,0,0,0,,,,,,,,,,,,,,,,,,Syracuse
7,246,IND,Javon Patterson,C,22,2020,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,Mississippi
7,247,MIN,Olabisi Johnson,WR,22,2020,0,0,0,5,5,32,0,0,0,0,0,1,6,0,45,483,3,,,,Colorado St.
7,248,ARI,Joshua Miles,T,23,2021,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,,,,Morgan St.
7,249,ARI,Michael Dogbe,DE,23,2022,0,0,0,4,4,40,0,0,0,0,0,0,0,0,0,0,0,32,,2,Temple
7,250,MIN,Austin Cutting,LS,22,2020,0,0,0,1,1,25,0,0,0,0,0,0,0,0,0,0,0,1,,,Air Force
7,251,LAR,Dakota Allen,LB,23,2022,0,0,0,2,,38,0,0,0,0,0,0,0,0,0,0,0,19,,,Texas Tech
7,252,NWE,Ken Webster,CB,23,2020,0,0,0,3,,17,0,0,0,0,0,0,0,0,0,0,0,22,,,Mississippi
7,253,WAS,Jordan Brailford,DE,23,2020,0,0,0,1,,5,0,0,0,0,0,0,0,0,0,0,0,2,,,Oklahoma St.
7,254,ARI,Caleb Wilson,TE,23,2020,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA
