Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ
6,201,NYG,Rodarius Williams,CB,24,2022,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,16,1,,Oklahoma St.
6,202,CIN,Chris Evans,RB,23,2022,0,0,0,2,2,26,0,0,0,0,0,17,77,0,18,189,3,4,,,Michigan
6,203,BUF,Marquez Stevenson,WR,23,2021,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,Houston
6,204,CAR,Shi Smith,WR,22,2022,0,0,0,4,4,23,0,0,0,0,0,1,-3,0,28,400,2,4,,,South Carolina
6,205,TEN,Racey McMath,WR,22,2022,0,0,0,0,0,14,0,0,0,0,0,1,4,0,4,48,0,2,,,LSU
6,206,NOR,Landon Young,T,24,2022,0,0,0,3,3,26,0,0,0,0,0,0,0,0,0,0,0,,,,Kentucky
6,207,NYJ,Jonathan Marshall,DL,23,2021,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,,,Arkansas
6,208,SEA,Stone Forsythe,OL,23,2022,0,0,0,3,3,27,0,0,0,0,0,0,0,0,0,0,0,,,,Florida
6,209,JAX,Jalen Camp,WR,23,2022,0,0,0,0,,5,0,0,0,0,0,0,0,0,1,7,0,,,,Georgia Tech
6,210,ARI,Victor Dimukeje,DE,21,2022,0,0,0,2,2,28,0,0,0,0,0,0,0,0,0,0,0,12,,,Duke
6,211,CLE,Demetric Felton,RB,23,2022,0,0,0,2,2,24,0,0,0,0,0,8,20,0,20,189,2,3,,,UCLA
6,212,BUF,Damar Hamlin,DB,23,2022,0,0,1,6,6,29,0,0,0,0,0,0,0,0,0,0,0,65,,1.5,Pittsburgh
6,213,BUF,Rachad Wildgoose,CB,21,2022,0,0,0,2,,20,0,0,0,0,0,0,0,0,0,0,0,13,,,Wisconsin
6,214,GNB,Cole Van Lanen,OL,23,2022,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin
6,215,TEN,Brady Breeze,S,23,2022,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,,,Oregon
6,216,PIT,Quincy Roche,DL,23,2022,0,0,0,2,,17,0,0,0,0,0,0,0,0,0,0,0,23,,2.5,Miami (FL)
6,217,CHI,Khalil Herbert,RB,23,2022,0,0,0,8,8,30,0,0,0,0,0,232,1164,6,23,153,1,5,,,Virginia Tech
6,218,IND,Sam Ehlinger,QB,22,2022,0,0,0,2,2,7,64,101,573,3,3,20,96,0,0,0,0,,,,Texas
6,219,DEN,Seth Williams,WR,21,2021,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,34,0,,,,Auburn
6,220,GNB,Isaiah McDuffie,LB,22,2022,0,0,0,3,3,30,0,0,0,0,0,0,0,0,0,0,0,27,,,Boston Col.
6,221,CHI,Dazz Newsome,WR,22,2021,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,23,0,1,,,North Carolina
6,222,CAR,Thomas Fletcher,LS,22,,0,0,0,,,,,,,,,,,,,,,,,,Alabama
6,223,ARI,Tay Gowan,DB,23,2022,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,1,,,Central Florida
6,224,PHI,JaCoby Stevens,S,23,2021,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,,LSU
6,225,WAS,Camaron Cheeseman,LS,23,2022,0,0,0,2,2,34,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan
6,226,KAN,Trey Smith,OL,22,2022,0,0,2,18,18,33,0,0,0,0,0,0,0,0,0,0,0,1,,,Tennessee
6,227,DAL,Israel Mukuamu,DB,21,2022,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,12,1,,South Carolina
6,228,CHI,Thomas Graham,CB,22,2022,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,,,Oregon
7,229,IND,Mike Strachan,WR,24,2022,0,0,0,0,0,19,0,0,0,0,0,0,0,0,5,85,0,,,,Charleston (WV)
7,230,LVR,Jimmy Morrissey,OL,23,2022,0,0,0,1,,13,0,0,0,0,0,0,0,0,0,0,0,,,,Pittsburgh
7,231,MIA,Larnel Coleman,T,23,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Massachusetts
7,232,CAR,Phil Hoskins,DT,24,2022,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,,1,Kentucky
7,233,LAR,Jake Funk,RB,23,2022,0,0,0,0,0,16,0,0,0,0,0,2,5,0,0,0,0,1,,,Maryland
7,234,PHI,Patrick Johnson,DE,23,2022,0,0,0,3,3,33,0,0,0,0,0,0,0,0,0,0,0,18,,,Tulane
7,235,CIN,Wyatt Hubert,DE,23,,0,0,0,,,,,,,,,,,,,,,,,,Kansas St.
7,236,BUF,Jack Anderson,OL,22,2022,0,0,0,2,,14,0,0,0,0,0,0,0,0,0,0,0,,,,Texas Tech
7,237,DEN,Kary Vincent Jr.,CB,22,2021,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,2,,,LSU
7,238,DAL,Matt Farniok,G,23,2022,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,1,,,Nebraska
7,239,DEN,Jonathon Cooper,DE,23,2022,0,0,1,9,9,30,0,0,0,0,0,0,0,0,0,0,0,45,,4.5,Ohio St.
7,240,WAS,William Bradley-King,OLB,23,2022,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,,0.5,Baylor
7,241,LAC,Mark Webb,DB,22,2021,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,,,Georgia
7,242,NWE,Tre Nixon,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,Central Florida
7,243,ARI,James Wiggins,S,24,2021,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Cincinnati
7,244,MIA,Gerrid Doaks,RB,23,,0,0,0,,,,,,,,,,,,,,,,,,Cincinnati
7,245,PIT,Tre Norwood,DB,22,2022,0,0,0,3,3,32,0,0,0,0,0,0,0,0,0,0,0,49,1,,Oklahoma
7,246,WAS,Shaka Toney,DE,23,2022,0,0,0,2,2,26,0,0,0,0,0,0,0,0,0,0,0,6,,1.5,Penn St.
7,247,ARI,Michal Menet,OL,24,,0,0,0,,,,,,,,,,,,,,,,,,Penn St.
7,248,IND,Will Fries,OL,23,2022,0,0,1,3,3,19,0,0,0,0,0,0,0,0,0,0,0,1,,,Penn St.
7,249,LAR,Ben Skowronek,WR,24,2022,0,0,1,5,5,28,0,0,0,0,0,1,17,1,50,509,0,7,,,Notre Dame
7,250,CHI,Khyiris Tonga,DL,25,2022,0,0,0,3,2,26,0,0,0,0,0,0,0,0,0,0,0,22,,0.5,BYU
7,251,TAM,Chris Wilcox,DB,23,,0,0,0,,,,,,,,,,,,,,,,,,BYU
7,252,LAR,Chris Garrett,DE,23,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Concordia-St.Paul (MN)
7,253,DEN,Marquiss Spencer,DE,24,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Mississippi St.
7,254,PIT,Pressley Harvin III,P,22,2022,0,0,1,3,3,32,0,0,0,0,0,0,0,0,0,0,0,1,,,Georgia Tech
7,255,NOR,Kawaan Baker,WR,23,2021,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,,South Alabama
7,256,GNB,Kylin Hill,RB,23,2022,0,0,0,0,0,10,0,0,0,0,0,11,31,0,1,5,0,1,,,Mississippi St.
7,257,DET,Jermar Jefferson,RB,21,2021,0,0,0,1,1,7,0,0,0,0,0,15,74,2,4,23,0,,,,Oregon St.
7,258,WAS,Dax Milne,WR,22,2022,0,0,0,1,1,28,0,0,0,0,0,1,1,0,15,120,1,,,,BYU
7,259,TAM,Grant Stuard,LB,22,2022,0,0,0,2,1,32,0,0,0,0,0,0,0,0,0,0,0,17,,,Houston
