Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ
6,205,IND,Josh Robinson,RB,23,2015,0,0,0,0,0,5,0,0,0,0,0,17,39,0,6,33,0,,,,Mississippi St.
6,206,GNB,Aaron Ripkowski,FB,22,2017,0,0,0,2,2,47,0,0,0,0,0,39,163,2,17,103,1,9,,,Oklahoma
6,207,IND,Amarlo Herrera,ILB,23,2015,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia
6,208,TEN,Andy Gallik,C,23,2015,0,0,1,4,4,12,0,0,0,0,0,0,0,0,0,0,0,,,,Boston Col.
6,209,SEA,Obum Gwacham,DE,24,2017,0,0,0,1,,15,0,0,0,0,0,0,0,0,0,0,0,7,,2.5,Oregon St.
6,210,GNB,Christian Ringo,DE,23,2022,0,0,0,5,1,36,0,0,0,0,0,0,0,0,0,0,0,22,,1.5,Louisiana
6,211,HOU,Reshard Cliett,OLB,23,,0,0,0,,,,,,,,,,,,,,,,,,South Florida
6,212,PIT,Anthony Chickillo,DE,22,2020,0,0,1,10,9,76,0,0,0,0,0,0,0,0,0,0,0,66,,8.5,Miami (FL)
6,213,GNB,Kennard Backman,TE,22,2015,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,Ala-Birmingham
6,214,SEA,Kristjan Sokoli,DT,23,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Buffalo
6,215,STL,Cody Wichmann,G,23,2016,0,0,2,6,6,24,0,0,0,0,0,0,0,0,0,0,0,,,,Fresno St.
6,216,HOU,Christian Covington,DT,21,2022,0,0,1,20,8,102,0,0,0,0,0,0,0,0,0,0,0,106,,9.5,Rice
6,217,KAN,Rakeem Nunez-Roches,DT,22,2022,0,0,3,22,8,102,0,0,0,0,0,0,0,0,0,0,0,69,,3.5,Southern Miss
7,218,OAK,Anthony Morris,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,Tennessee St.
7,219,CLE,Hayes Pullard,ILB,23,2018,0,0,1,9,,46,0,0,0,0,0,0,0,0,0,0,0,84,1,,USC
7,220,JAX,Neal Sterling,WR,23,2018,0,0,0,2,1,35,0,0,0,0,0,0,0,0,24,239,0,3,,,Monmouth
7,221,OAK,Andre Debose,WR,,,0,0,0,,,,,,,,,,,,,,,,,,Florida
7,222,WAS,Austin Reiter,C,23,2021,0,0,2,20,,65,0,0,0,0,0,0,0,0,0,0,0,,,,South Florida
7,223,NYJ,Deon Simon,NT,25,2016,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,12,,1.5,Northwestern St. (LA)
7,224,STL,Bryce Hager,ILB,23,2020,0,0,0,7,5,79,0,0,0,0,0,0,0,0,0,0,0,45,,0.5,Baylor
7,225,ATL,Jake Rodgers,T,23,2020,0,0,0,1,,19,0,0,0,0,0,0,0,0,0,0,0,,,,East. Washington
7,226,NYG,Bobby Hart,G,21,2022,0,0,4,27,8,98,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.
7,227,STL,Martin Ifedi,DE,24,,0,0,0,,,,,,,,,,,,,,,,,,Memphis
7,228,MIN,Austin Shepherd,T,23,2015,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama
7,229,JAX,Ben Koyack,TE,22,2019,0,0,0,1,1,48,0,0,0,0,0,0,0,0,25,208,1,1,,,Notre Dame
7,230,NOR,Marcus Murphy,RB,23,2018,0,0,0,2,1,28,0,0,0,0,0,60,291,0,14,36,0,2,,,Missouri
7,231,TAM,Joey Iosefa,FB,24,2015,0,0,0,0,,2,0,0,0,0,0,15,51,0,0,0,0,,,,Hawaii
7,232,MIN,Edmond Robinson,OLB,23,2021,0,0,0,3,2,38,0,0,0,0,0,0,0,0,0,0,0,17,,,Newberry
7,233,KAN,Da'Ron Brown,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,Northern Illinois
7,234,BUF,Dezmin Lewis,WR,22,2016,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Central Arkansas
7,235,HOU,Kenny Hilliard,RB,23,,0,0,0,,,,,,,,,,,,,,,,,,LSU
7,236,DAL,Mark Nzeocha,OLB,25,2021,0,0,0,5,0,56,0,0,0,0,0,0,0,0,0,0,0,33,1,1,Wyoming
7,237,PHI,Brian Mihalik,DE,23,2018,0,0,0,5,,20,0,0,0,0,0,0,0,0,1,-4,0,1,,,Boston Col.
7,238,CIN,Mario Alford,WR,23,2016,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,15,0,,,,West Virginia
7,239,PIT,Gerod Holliman,S,21,,0,0,0,,,,,,,,,,,,,,,,,,Louisville
7,240,DET,Corey Robinson,T,23,2018,0,0,0,7,6,28,0,0,0,0,0,0,0,0,0,0,0,,,,South Carolina
7,241,CLE,Ifo Ekpre-Olomu,CB,22,,0,0,0,,,,,,,,,,,,,,,,,,Oregon
7,242,OAK,Dexter McDonald,CB,23,2017,0,0,0,2,2,27,0,0,0,0,0,0,0,0,0,0,0,42,,,Kansas
7,243,DAL,Laurence Gibson,T,24,,0,0,0,,,,,,,,,,,,,,,,,,Virginia Tech
7,244,SFO,Trent Brown,G,22,2022,0,1,5,38,11,89,0,0,0,0,0,0,0,0,0,0,0,,,,Florida
7,245,TEN,Tre McBride,WR,22,2017,0,0,0,1,0,17,0,0,0,0,0,1,8,0,10,152,1,5,,,William & Mary
7,246,DAL,Geoff Swaim,TE,21,2022,0,0,3,6,3,86,0,0,0,0,0,0,0,0,100,752,6,2,,,Texas
7,247,NWE,Darryl Roberts,CB,24,2021,0,0,1,13,,73,0,0,0,0,0,0,0,0,0,0,0,195,4,,Marshall
7,248,SEA,Ryan Murphy,DB,22,2017,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,1,,,Oregon St.
7,249,ATL,Akeem King,DB,23,2019,0,0,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,28,,,San Jose St.
7,250,DEN,Trevor Siemian,QB,23,2022,0,0,2,17,13,35,621,1055,7027,42,28,73,211,2,0,0,0,,,,Northwestern
7,251,DEN,Taurean Nixon,DB,24,2016,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,,Tulane
7,252,DEN,Josh Furman,DB,,,0,0,0,,,,,,,,,,,,,,,,,,Oklahoma St.
7,253,NWE,Xzavier Dickson,OLB,22,,0,0,0,,,,,,,,,,,,,,,,,,Alabama
7,254,SFO,Rory Anderson,TE,22,,0,0,0,,,,,,,,,,,,,,,,,,South Carolina
7,255,IND,Denzelle Good,T,24,2021,0,0,2,21,10,62,0,0,0,0,0,0,0,0,0,0,0,,,,Mars Hill
7,256,ARI,Gerald Christian,TE,24,2016,0,0,0,0,,3,0,0,0,0,0,0,0,0,1,14,0,,,,Louisville
